1219.2,762,685.8
1524,762,685.8
1219.2,762,685.8
1524,762,685.8
1930.4,762,787.4
1143,558.8,762
914.4,520.7,1917.7
1219.2,609.6,787.4
2032,520.7,1917.7
2743.2,520.7,1917.7
2743.2,520.7,1917.7
1651,736.6,767.1
1828.8,1219.2,762
1473.2,711.2,762
1219.2,609.6,762
1219.2,609.6,762
1473.2,711.2,762
914.4,533.4,101.6
711.2,457.2,1930.4
711.2,457.2,1930.4
711.2,457.2,1930.4
965.2,508,995.7
1206.5,508,1054.1
1524,762,774.7
1231.9,614.7,762
1219.2,609.6,762
1828.8,787.4,787.4
1828.8,787.4,787.4
1651,762,762
1651,762,762
1651,762,762
1625.6,762,787.4
1625.6,762,787.4
1625.6,762,787.4
1651,736.6,762
1651,736.6,762
1651,736.6,762
1778,863.6,762
1066.8,533.4,1866.9
1066.8,533.4,1028.7
2438.4,533.4,1866.9
1193.8,546.1,2184.4
1193.8,546.1,2184.4
1625.6,558.8,762
1219.2,558.8,782.3
1524,762,782.3
914.4,528.3,1917.7
2032,520.7,1917.7
2032,520.7,1917.7
2743.2,520.7,1917.7
2743.2,520.7,1917.7
863.6,203.2,584.2
1219.2,660.4,762
774.7,469.9,762
1219.2,558.8,782.3
1524,762,782.3
1231.9,614.7,762
3017.5,381,2087.9
1219.2,609.6,762
1219.2,609.6,762
1828.8,1219.2,756.9
1828.8,774.7,762
1778,863.6,762
1600.2,731.5,774.7
1219.2,452.1,762
1219.2,508,774.7
1828.8,1193.8,762
619.8,508,1927.9
1422.4,906.8,762
1422.4,906.8,762
1219.2,609.6,711.2
1498.6,584.2,787.4
1930.4,762,787.4
1219.2,609.6,787.4
1219.2,584.2,767.1
1219.2,609.6,711.2
1239.5,508,1930.4
1625.6,762,774.7
1524,762,774.7
1219.2,508,774.7
1219.2,762,685.8
1524,762,685.8
1651,736.6,767.1
