914.4,508,1308.1
914.4,508,1308.1
1003.3,520.7,749.3
1155.7,508,838.2
919.5,502.9,1016
1097.3,538.5,1315.7
1097.3,538.5,1143
914.4,520.7,1270
927.1,508,1239.5
762,508,1473.2
762,508,965.2
1143,508,812.8
914.4,508,1320.8
914.4,508,762
914.4,508,1320.8
914.4,508,762
914.4,508,1320.8
914.4,508,762
914.4,533.4,1320.8
914.4,533.4,858.5
927.1,513.1,1148.1
762,508,1473.2
901.7,508,965.2
812.8,508,1290.3
1155.7,508,838.2
1605.3,452.1,1016
1021.1,520.7,1422.4
914.4,495.3,1016
1244.6,508,889
800.1,495.3,736.6
800.1,495.3,736.6
919.5,457.2,736.6
914.4,535.9,1386.8
914.4,533.4,1397
1244.6,508,901.7
914.4,533.4,1320.8
914.4,533.4,858.5
812.8,508,1290.3
965.2,508,1135.4
919.5,508,1320.8
812.8,508,1270
850.9,487.7,1071.9
919.5,538.5,1148.1
965.2,533.4,1409.7
919.5,538.5,1148.1
919.5,538.5,1148.1
919.5,538.5,1148.1
919.5,538.5,1148.1
919.5,538.5,1148.1
919.5,538.5,1148.1
919.5,538.5,1148.1
919.5,538.5,1148.1
919.5,538.5,1148.1
919.5,538.5,1148.1
919.5,538.5,1148.1
762,457.2,1270
889,495.3,800.1
927.1,513.1,1148.1
1097.3,538.5,1143
889,495.3,800.1
1066.8,495.3,1295.4
1097.3,538.5,1315.7
