812.8,1930.4,25.4
889,25.4,1981.2
812.8,1930.4,25.4
812.8,1930.4,25.4
1143,50.8,2032
1117.6,76.2,2057.4
899.2,88.9,1930.4
502.9,25.4,1498.6
762,127,2006.6
609.6,20.3,1826.3
609.6,20.3,1826.3
762,25.4,2006.6
889,50.8,2006.6
741.7,50.8,1778
817.9,50.8,1993.9
762,30.5,2006.6
812.8,25.4,1930.4
812.8,25.4,1930.4
711.2,61,1778
762,50.8,2006.6
762,30.5,2001.5
