762,762,660.4
792.5,792.5,680.7
823,823,701
853.4,853.4,721.4
883.9,883.9,741.7
914.4,914.4,762
914.4,914.4,381
944.9,944.9,391.2
975.4,975.4,401.3
1005.8,1005.8,411.5
1036.3,1036.3,421.6
1066.8,1066.8,431.8
457.2,914.4,381
464.8,939.8,383.5
469.9,967.7,386.1
477.5,993.1,388.6
482.6,1021.1,388.6
490.2,1046.5,391.2
497.8,1074.4,393.7
502.9,1099.8,396.2
510.5,1125.2,398.8
515.6,1153.2,401.3
523.2,1178.6,403.9
530.9,1206.5,406.4
535.9,1231.9,406.4
543.6,1259.8,408.9
551.2,1285.2,411.5
556.3,1313.2,414
563.9,1338.6,416.6
569,1364,419.1
576.6,1391.9,421.6
584.2,1417.3,424.2
589.3,1445.3,424.2
596.9,1470.7,426.7
602,1498.6,429.3
609.6,1524,431.8
406.4,1219.2,711.2
416.6,1249.7,711.2
426.7,1280.2,711.2
436.9,1310.6,711.2
447,1341.1,711.2
457.2,1371.6,711.2
914.4,1524,711.2
922,1551.9,713.7
929.6,1577.3,716.3
937.3,1605.3,718.8
947.4,1630.7,721.4
955,1658.6,723.9
962.7,1684,726.4
970.3,1712,729
977.9,1737.4,731.5
985.5,1765.3,734.1
995.7,1790.7,739.1
1003.3,1818.6,741.7
1010.9,1844,744.2
1018.5,1872,746.8
1026.2,1897.4,749.3
1033.8,1925.3,751.8
1043.9,1950.7,754.4
1051.6,1978.7,756.9
1059.2,2004.1,759.5
1066.8,2032,762
1016,1016,711.2
1016,1016,762
584.2,787.4,812.8
596.9,812.8,820.4
612.1,838.2,828
624.8,866.1,835.7
637.5,891.5,843.3
650.2,916.9,850.9
662.9,942.3,858.5
678.2,970.3,866.1
690.9,995.7,873.8
703.6,1021.1,881.4
716.3,1046.5,889
731.5,1074.4,896.6
744.2,1099.8,904.2
756.9,1125.2,911.9
772.2,1150.6,919.5
784.9,1178.6,927.1
797.6,1204,934.7
810.3,1229.4,942.3
825.5,1257.3,950
838.2,1282.7,957.6
850.9,1308.1,965.2
863.6,1333.5,972.8
876.3,1358.9,980.4
891.5,1386.8,988.1
904.2,1412.2,995.7
916.9,1437.6,1003.3
929.6,1463,1010.9
944.9,1491,1018.5
957.6,1516.4,1026.2
970.3,1541.8,1033.8
985.5,1569.7,1041.4
998.2,1595.1,1049
1010.9,1620.5,1056.6
1023.6,1645.9,1064.3
1038.9,1671.3,1071.9
1051.6,1699.3,1079.5
1064.3,1724.7,1087.1
1077,1750.1,1094.7
1092.2,1775.5,1102.4
1104.9,1803.4,1110
1117.6,1828.8,1117.6
914.4,914.4,762
457.2,609.6,457.2
467.4,629.9,487.7
477.5,650.2,518.2
487.7,670.6,548.6
497.8,690.9,579.1
508,711.2,609.6
406.4,914.4,863.6
408.9,939.8,866.1
411.5,967.7,866.1
414,993.1,868.7
419.1,1018.5,868.7
421.6,1043.9,871.2
424.2,1071.9,871.2
426.7,1097.3,873.8
429.3,1122.7,876.3
431.8,1150.6,876.3
434.3,1176,878.8
439.4,1201.4,878.8
442,1226.8,881.4
444.5,1254.8,881.4
447,1280.2,883.9
449.6,1305.6,886.5
452.1,1333.5,886.5
454.7,1358.9,889
459.7,1384.3,889
462.3,1409.7,891.5
464.8,1437.6,891.5
467.4,1463,894.1
469.9,1488.4,896.6
472.4,1516.4,896.6
475,1541.8,899.2
480.1,1567.2,899.2
482.6,1592.6,901.7
485.1,1620.5,901.7
487.7,1645.9,904.2
490.2,1671.3,906.8
492.8,1699.3,906.8
495.3,1724.7,909.3
500.4,1750.1,909.3
502.9,1775.5,911.9
505.5,1803.4,911.9
508,1828.8,914.4
609.6,1524,711.2
622.3,1549.4,713.7
635,1577.3,716.3
650.2,1602.7,718.8
662.9,1630.7,718.8
675.6,1656.1,721.4
688.3,1684,723.9
703.6,1709.4,726.4
716.3,1734.8,729
729,1762.8,731.5
741.7,1788.2,734.1
754.4,1816.1,736.6
769.6,1841.5,736.6
782.3,1869.4,739.1
795,1894.8,741.7
807.7,1922.8,744.2
820.4,1948.2,746.8
835.7,1973.6,749.3
848.4,2001.5,751.8
861.1,2026.9,754.4
873.8,2054.9,754.4
889,2080.3,756.9
901.7,2108.2,759.5
914.4,2133.6,762
406.4,457.2,406.4
424.2,485.1,431.8
439.4,513.1,457.2
457.2,541,482.6
475,569,508
490.2,599.4,533.4
508,627.4,558.8
525.8,655.3,584.2
541,683.3,609.6
558.8,711.2,635
355.6,1524,660.4
393.7,1524,673.1
431.8,1524,685.8
508,914.4,711.2
541,947.4,729
576.6,983,744.2
609.6,1016,762
